Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDH56,OUT027,32.6012127184969
FDB51,OUT049,17.6068849744917
FDI58,OUT027,27.331874806576504
FDR20,OUT013,14.14723253953736
FDC51,OUT018,35.067563690456076
FDB16,OUT027,24.82563992177066
FDE40,OUT049,17.751582599677786
NCM17,OUT035,12.63493088540224
FDU56,OUT035,52.90233174838379
FDS32,OUT019,40.231776842088124
FDX02,OUT049,63.84522499828048
FDT39,OUT027,43.529692895438366
FDE35,OUT017,16.322459338521817
NCI42,OUT019,59.69407344519104
DRL23,OUT046,30.608010591514446
FDA10,OUT046,35.348976783824064
FDA11,OUT013,27.229578583555494
NCM06,OUT046,43.852730766806616
NCT05,OUT035,72.93019413078744
NCQ02,OUT010,52.95410904175892
NCY06,OUT049,37.185991404360294
FDY56,OUT035,63.96658220091808
FDL02,OUT035,30.36086398182171
NCI06,OUT035,50.67674099284407
FDQ14,OUT045,42.62859846340318
FDQ12,OUT017,64.78813166128809
FDP36,OUT046,14.137841040305455
FDK21,OUT027,71.12578942322786
FDO40,OUT045,42.376105235345925
NCK54,OUT019,33.6202051843912
FDY09,OUT018,50.447889678924135
NCW30,OUT049,73.524963408308
NCC55,OUT027,10.770681894988702
FDE58,OUT018,33.8626850059871
FDR39,OUT013,52.84048404607004
FDU28,OUT049,53.51428633764117
FDH08,OUT017,64.44395887691746
FDG35,OUT045,50.34907927586808
FDG22,OUT049,10.723391638052078
FDC34,OUT035,44.8679187674848
FDP15,OUT018,72.41603038410861
FDK34,OUT010,67.96651445079787
FDU45,OUT035,33.27586629466865
FDQ04,OUT027,11.769912911937602
FDX22,OUT018,59.287019608770784
FDB45,OUT017,30.12536324042586
NCH43,OUT027,61.651675292581395
DRE60,OUT046,63.54432617186248
FDD17,OUT027,67.00909782461554
NCM54,OUT017,36.6229779289396
NCH55,OUT013,36.59022775990371
NCT06,OUT017,47.25634050113975
FDA48,OUT027,62.895623549841574
FDY58,OUT027,64.78230701079147
FDO25,OUT045,59.714451247268336
FDN50,OUT045,27.4743904415862
FDH35,OUT035,47.25261947979794
FDK09,OUT045,64.68254850935318
FDO16,OUT013,23.36455705294996
FDW11,OUT045,18.492455593027724
FDU47,OUT027,40.0530488583042
NCQ42,OUT010,37.15171671141208
FDK55,OUT027,25.637004037016183
FDN08,OUT049,33.03225435742702
FDT57,OUT045,67.56297693389936
FDJ12,OUT018,58.75870863080072
DRL59,OUT017,15.462177998783146
NCN53,OUT046,10.064644926509276
FDO51,OUT010,12.634659358139476
FDK56,OUT017,53.432247001131344
FDY12,OUT035,15.158426852462876
FDU15,OUT035,10.842612225395992
FDQ19,OUT046,68.61263790924639
DRF15,OUT045,44.209238063195485
DRE25,OUT019,26.49910163385008
FDK57,OUT018,33.96918507169113
FDD33,OUT010,65.77203671950055
FDR34,OUT027,64.88063509277977
FDU04,OUT045,34.43183288889533
FDE35,OUT019,17.594291716250975
NCD31,OUT035,46.318500977944254
FDJ56,OUT035,28.563148717152004
NCU53,OUT046,46.509081701372665
FDD39,OUT035,61.25100987453665
NCU17,OUT019,29.756137816963513
FDJ20,OUT046,35.648631063642405
NCW41,OUT018,44.98342654666998
FDL52,OUT035,10.973994445453142
FDS39,OUT035,40.0205233024137
DRJ47,OUT045,49.768667721717954
FDP13,OUT010,11.69942648601945
DRK39,OUT010,23.482586982196366
FDF28,OUT010,36.22650086692518
FDB09,OUT045,36.05589829462983
FDM51,OUT046,28.64448675568513
DRM49,OUT018,12.95359521720237
DRF23,OUT013,49.731201586004566
DRH01,OUT035,49.3943582190167
FDH12,OUT027,30.714614932662265
FDA28,OUT019,35.695653206641175
FDW37,OUT018,26.326761555794214
FDF02,OUT046,29.956571403989543
DRL37,OUT046,12.915748087604891
NCF43,OUT046,40.181479477226034
FDH08,OUT010,64.50244965584416
FDR34,OUT019,65.10798247686289
NCK19,OUT049,55.30264343932364
NCD55,OUT018,12.629605158476123
FDT27,OUT049,66.26811224443775
FDQ57,OUT045,41.64244629376898
FDA47,OUT035,46.164837786419255
DRG15,OUT027,18.315207323519616
FDE05,OUT018,41.43965403762692
FDN46,OUT046,28.62563353223908
FDX27,OUT027,26.645810964189106
FDT51,OUT045,31.5840587249004
FDU33,OUT013,12.922319737332804
FDJ16,OUT027,17.301670414395662
FDD20,OUT019,35.030698823332465
FDT36,OUT049,9.98542433781197
DRF15,OUT027,43.42089739216802
FDN52,OUT010,25.22914517997961
FDC22,OUT027,54.39640276720274
FDX15,OUT045,46.01063314522128
FDT13,OUT013,53.31101917674104
FDU04,OUT017,34.40370740263312
FDU31,OUT019,61.43045550470955
FDW59,OUT027,24.60238721249182
NCO29,OUT046,46.949456105143106
FDL15,OUT035,43.69015422736286
FDI41,OUT049,41.777231751080734
FDQ48,OUT049,28.42809644380025
DRI39,OUT013,16.275613136722793
FDI08,OUT013,71.43030571806005
FDC21,OUT049,31.616642646251716
FDF58,OUT035,18.13490760011433
FDS08,OUT010,50.315813322173284
FDE47,OUT045,35.27232955973334
NCP18,OUT019,43.46264043149102
NCR41,OUT013,28.052890508597887
FDA27,OUT013,72.47533022618047
FDA43,OUT035,55.07987105712341
FDA49,OUT045,25.29134675853103
NCE55,OUT018,50.484495651753946
DRM49,OUT027,13.506778881100805
FDF22,OUT027,60.834035093472295
FDQ15,OUT018,23.654800004536867
NCS54,OUT017,49.81966246537589
NCY05,OUT013,10.850185856565135
FDR45,OUT046,67.87917828182132
FDK57,OUT049,34.559862553192914
FDF41,OUT010,70.43698554756273
FDV21,OUT046,35.854642634836246
FDD51,OUT046,13.245312940989315
FDF33,OUT046,31.179005290772782
FDA38,OUT046,67.31069109778818
FDR56,OUT045,55.82206657169433
NCN41,OUT017,35.0145349831747
FDC60,OUT027,25.325993608581573
FDB47,OUT045,58.88158285492043
DRH01,OUT013,50.18196781383549
FDW08,OUT046,30.07830317372382
FDF38,OUT027,11.571488830677069
FDY32,OUT017,46.163671516120566
FDG34,OUT049,31.320372457871056
FDG47,OUT019,74.09643686502959
NCF18,OUT035,54.26670091254156
FDL39,OUT019,51.59270722302442
NCH55,OUT035,36.168291857311175
DRJ35,OUT049,17.533777767578925
FDS44,OUT035,67.80777312354552
DRE01,OUT018,68.27286201078414
FDY39,OUT013,52.063945907762495
FDY32,OUT018,45.85420950911226
FDR33,OUT027,31.83685138486963
NCP50,OUT049,23.602207025101837
FDZ47,OUT018,28.71513940316304
FDU57,OUT049,43.19328134198698
FDY44,OUT013,55.32774582529279
DRH59,OUT018,21.250866746965283
FDB03,OUT027,68.17574132829601
FDY46,OUT045,53.43851569429355
FDM39,OUT045,50.13471061452191
FDY36,OUT035,21.59751879691082
NCM55,OUT035,52.561871235937986
FDJ50,OUT010,15.192594559892944
DRL60,OUT013,42.79919616792529
NCJ54,OUT049,65.77027467464613
FDX59,OUT017,9.972678247558132
FDI07,OUT013,56.53614929915375
DRF51,OUT010,11.922978397799543
FDM14,OUT017,31.48667042197568
FDP21,OUT045,53.185435200467396
FDE40,OUT035,18.454783088484565
FDE05,OUT035,41.80530900720881
FDM13,OUT027,37.94943518331158
FDC34,OUT027,44.70298440949464
NCI55,OUT018,35.41535747739661
NCE43,OUT018,48.06909432843513
FDW58,OUT018,31.083005196927488
FDG60,OUT045,66.96613850191638
FDV31,OUT017,50.042621755725605
FDR47,OUT013,55.4873149787676
FDM60,OUT019,12.004558230466987
NCF06,OUT018,72.95900563708558
NCN26,OUT027,33.498067567935024
FDQ59,OUT049,24.534693168576002
FDF09,OUT046,10.534226083001883
NCS06,OUT017,74.81057894491327
FDT44,OUT046,33.95605232890695
FDI19,OUT017,69.40025678902185
FDT22,OUT017,17.32655280428496
NCF54,OUT027,48.629834433237356
DRG25,OUT045,52.75737708712325
FDB59,OUT017,56.345493200988315
FDQ37,OUT017,55.73601324262867
FDP56,OUT035,13.841401675822663
FDW44,OUT035,48.75020051906689
FDJ26,OUT010,61.23342694298087
FDU43,OUT018,67.70194257572285
FDW33,OUT045,29.9340081065371
NCX53,OUT027,40.85240877160119
FDN56,OUT010,41.38474204747713
DRF15,OUT049,43.70290683809753
FDO33,OUT017,32.878210986180484
FDZ39,OUT010,30.117056811554324
NCJ19,OUT017,16.453289299609324
FDU01,OUT035,52.89348469551975
FDT12,OUT035,63.28994872081683
NCM18,OUT018,18.04077790257455
FDP19,OUT017,36.78676615028221
NCR42,OUT049,9.700337494952333
FDN10,OUT046,33.87811433820483
FDG44,OUT017,15.651426823298817
FDQ10,OUT046,48.831760292738245
DRH13,OUT049,30.04744071142125
FDT52,OUT013,69.3444011556052
FDM56,OUT045,31.942013152732663
NCO43,OUT010,28.772023348437717
NCV29,OUT035,50.38383861030153
NCF06,OUT013,73.43718551100159
FDO50,OUT035,26.460940809468028
FDT59,OUT013,65.24654052504174
FDX40,OUT027,10.910970988959212
FDE50,OUT017,53.33702870110544
FDX51,OUT017,55.808294316562595
NCD30,OUT018,28.646289217919577
FDK15,OUT013,28.759496174362486
FDL12,OUT045,17.966014592568396
FDK46,OUT017,73.40451633768512
DRH49,OUT010,23.61010996888853
FDQ57,OUT046,41.614306084781965
FDY59,OUT017,26.63142773163516
FDO09,OUT018,74.2401915942891
NCG30,OUT035,36.51654025082671
FDM09,OUT017,47.951790839112924
NCN17,OUT027,28.995193709286074
NCS42,OUT013,25.66544919749843
FDD02,OUT019,33.49570485727573
FDE34,OUT013,51.70773094618249
FDU38,OUT045,54.676625809808066
FDB33,OUT046,45.12993666178038
NCJ29,OUT017,24.88885780000538
FDZ27,OUT035,13.869952851355775
FDI40,OUT013,28.58346468438768
FDG22,OUT013,11.454735678312677
FDT51,OUT017,31.668454353897648
FDF20,OUT018,56.436450010730006
FDV50,OUT035,35.033965378461524
FDT02,OUT049,10.743159710891835
DRC49,OUT017,41.05450452883332
FDF26,OUT049,43.03675291856868
FDV52,OUT035,34.33767402701555
FDX59,OUT049,10.366448463048474
FDV25,OUT035,62.6940958223841
FDW23,OUT027,11.442189466996387
FDE53,OUT018,30.782566526348408
FDA19,OUT017,36.91264542136441
FDH22,OUT046,35.73847989075914
NCO41,OUT013,28.07916062255153
FDX12,OUT017,68.72514120813757
FDF17,OUT013,55.58765605065876
FDS11,OUT045,62.82715252010004
FDR51,OUT035,42.62863604993379
FDT49,OUT010,30.20979461716414
FDC56,OUT013,34.16300634197399
FDR13,OUT027,33.32588109370243
FDQ60,OUT035,34.13128422395596
FDN38,OUT049,70.24759410690952
NCL29,OUT013,44.841289534141616
FDO13,OUT027,46.72257436342209
FDE26,OUT018,40.8839115822678
FDA31,OUT010,48.930018997034956
FDX14,OUT035,21.78988623733513
FDA34,OUT045,49.482676507104706
FDF26,OUT013,43.346154378586874
FDE38,OUT045,47.12365435923159
DRI11,OUT046,32.29967274330081
FDQ60,OUT027,33.92089897297667
FDL21,OUT027,11.633703165675884
DRC12,OUT027,54.58485164190034
FDC47,OUT046,64.82800600556226
FDE57,OUT045,39.80201821393003
FDT14,OUT045,34.34074994046721
NCZ53,OUT046,53.75358372637236
FDE28,OUT018,65.17457048949274
FDR19,OUT035,41.20011083426571
NCF54,OUT019,49.45244815113965
FDZ08,OUT046,23.404884032320314
NCJ05,OUT018,44.26693202540621
FDF59,OUT046,36.320865618284
NCO05,OUT035,28.555029755368153
FDW24,OUT018,14.202204044449916
NCX42,OUT018,46.98685243065104
NCA53,OUT035,14.060339897806124
FDI45,OUT019,50.36707744708959
FDG46,OUT046,32.140172261335735
FDM20,OUT010,68.88473975218976
FDW11,OUT010,17.908020643831183
FDX08,OUT035,50.992766574121816
NCK17,OUT035,11.920726810435928
FDK32,OUT018,43.385820193962964
NCA42,OUT035,45.13887063992769
DRI01,OUT035,48.36361537914641
NCL55,OUT049,71.9864576954748
DRE25,OUT018,27.26795295680602
FDD14,OUT017,52.620725646900304
FDB10,OUT046,66.70366728512361
DRN11,OUT035,41.153639539305004
FDP38,OUT018,14.758807721543551
NCA30,OUT017,53.97979203975442
FDT15,OUT017,52.498517244597494
NCP55,OUT018,16.714616256779653
FDF12,OUT035,42.131576836392554
FDM21,OUT018,73.0361698447721
FDX56,OUT035,58.705971296138024
FDF10,OUT017,41.645927416400426
FDT32,OUT045,54.2302518728499
FDM51,OUT018,29.01018848549204
NCR50,OUT018,44.38177643446702
FDI19,OUT049,68.89388742821394
FDX21,OUT017,30.647938225143967
FDR31,OUT035,41.13727954170101
FDY02,OUT013,73.86507436737428
NCA29,OUT045,48.44615915718587
NCX17,OUT046,66.19649614371431
FDM12,OUT045,54.31328483494836
FDI53,OUT027,45.71636899402946
NCU30,OUT049,46.35189174238683
FDC56,OUT027,34.636069727029266
FDK27,OUT018,35.101530506540655
NCK18,OUT017,47.22333120238467
FDB52,OUT019,73.02618610190386
DRG25,OUT027,53.541946870637524
FDZ13,OUT049,14.960309946103841
FDB57,OUT019,63.46111848187798
FDR40,OUT046,23.610333952372976
NCO14,OUT019,13.150190211405977
NCN19,OUT045,54.24406358853679
FDQ28,OUT019,44.203222491882855
FDO13,OUT018,46.706822216677374
FDK48,OUT013,22.02798191320569
FDU07,OUT018,43.40349980827278
FDW20,OUT046,35.66967276554954
FDV12,OUT010,28.557688354459394
FDH24,OUT013,45.475992107039
FDV59,OUT049,61.36991176634952
FDK57,OUT045,34.2504470411284
FDL16,OUT027,13.396677277779744
NCQ17,OUT046,44.19767829550204
FDJ15,OUT018,52.5859110397387
FDX24,OUT049,26.661482494084858
FDT47,OUT046,27.283681506726914
FDT10,OUT049,17.894054267728244
FDZ37,OUT018,25.01364274335032
FDW43,OUT027,65.1261425502878
DRN36,OUT017,27.58324179897971
FDJ14,OUT045,23.125285022359282
FDA32,OUT013,61.793411357600775
FDJ38,OUT019,54.03816259689439
FDQ57,OUT017,41.580819814247356
NCQ41,OUT019,55.016622764237454
FDG56,OUT049,17.472415658362287
DRC13,OUT027,35.442986488230886
FDV55,OUT035,41.486000976904016
FDQ49,OUT045,45.20341008236814
FDE29,OUT010,17.435718032289614
FDR03,OUT013,58.60345496096403
FDD45,OUT049,26.504940591641347
FDN38,OUT010,70.5407384187486
FDT56,OUT046,17.101011299362842
FDT48,OUT045,56.44613392224796
FDU03,OUT049,51.747078012128654
FDC56,OUT010,33.813038777430414
NCO43,OUT027,28.505878978280155
FDQ27,OUT017,28.805511530534368
FDR03,OUT046,58.66138813082498
DRH23,OUT010,15.951354556668129
FDG22,OUT045,11.539146400355053
NCJ42,OUT013,30.12612651947129
FDR24,OUT046,26.288558484890583
FDW60,OUT035,49.72351052453915
FDJ08,OUT013,53.97518394453722
DRL59,OUT018,15.462171559579694
FDG60,OUT010,66.43949678730802
FDW27,OUT017,44.085611466166796
FDX14,OUT018,22.296275679395304
FDC20,OUT013,16.226670208613722
NCS29,OUT018,74.56691817630339
FDJ56,OUT046,28.67567274475466
FDB20,OUT019,22.268781364921665
FDL28,OUT027,64.89852908126164
FDW01,OUT018,43.35771410410362
FDL03,OUT046,56.48272557860774
FDX22,OUT049,59.11823244576774
FDJ21,OUT035,41.44897854898007
FDR31,OUT045,41.784275371983874
FDG21,OUT035,43.44150792859545
FDS22,OUT027,12.563562335006614
FDK08,OUT035,28.37389539970662
FDE17,OUT018,43.62623426219505
NCN30,OUT017,27.708960422952035
FDT50,OUT046,27.651135496314698
NCX42,OUT049,46.28361591650015
FDJ12,OUT035,58.84306476739689
NCA18,OUT027,33.61239281552583
FDP23,OUT019,61.733814037819364
FDX12,OUT013,68.74824632670467
FDN40,OUT018,43.22234954393298
FDV48,OUT035,22.302075395634745
NCY54,OUT013,48.751535646030064
FDL16,OUT010,13.566934106077706
FDR45,OUT018,67.99171826156628
FDJ52,OUT046,45.59512319427745
DRG01,OUT017,22.384167170841344
FDP52,OUT013,65.91229349738784
FDU58,OUT017,52.75261151773004
FDL02,OUT045,30.642201665281622
FDG28,OUT013,69.07114584879919
FDA19,OUT035,36.546902167378214
FDW46,OUT027,19.268915005514334
NCD43,OUT049,29.403780366704837
DRG39,OUT013,15.21510364779997
NCF55,OUT049,10.278433742648819
FDJ07,OUT046,33.49255551683274
FDE08,OUT046,43.06261194477052
FDP56,OUT019,14.55122613179711
FDT45,OUT045,15.724016640887136
FDF17,OUT018,55.053238571018696
FDX44,OUT046,25.07718339317745
FDM28,OUT027,51.16775574157337
FDI36,OUT049,56.246175009536415
FDS07,OUT045,32.98550607823696
FDD36,OUT045,33.70995664673284
FDW11,OUT046,17.592297586584504
FDN40,OUT049,43.70050666902529
NCQ18,OUT049,28.272439372118516
NCQ54,OUT017,47.66467077114109
NCS42,OUT045,26.115556775763537
DRH39,OUT010,22.3337903497772
FDC09,OUT027,29.74849218100744
FDT08,OUT010,43.04784666750187
FDC08,OUT035,64.24592613822007
FDT20,OUT017,10.959353074788432
FDS35,OUT035,18.442003893835942
FDX58,OUT018,51.87347571039057
FDW58,OUT046,30.772128747596504
DRD27,OUT046,28.79954209516765
FDH32,OUT019,28.05530503938946
FDS26,OUT035,74.87535324894446
FDQ31,OUT046,24.67006132789636
FDP11,OUT018,62.51131571127737
FDD58,OUT017,28.309578340846887
FDM33,OUT045,62.154494123798564
FDZ16,OUT049,55.8644354176594
NCS29,OUT010,74.85713920018195
NCM18,OUT019,17.4748713372576
FDP11,OUT049,62.48315300418042
NCC42,OUT017,40.457911751934255
DRM23,OUT046,49.37597254732708
NCN55,OUT027,67.90400946425429
FDK46,OUT013,73.03877084069248
FDR01,OUT046,56.12459882900874
NCA05,OUT045,43.24140585451107
NCP43,OUT017,50.910733783720644
FDR12,OUT010,48.49511907049864
FDQ01,OUT013,73.06810689884242
FDM13,OUT046,37.18672394574263
FDQ19,OUT017,68.64078282908366
FDK56,OUT019,52.95347492759678
NCX06,OUT010,52.205244684384034
FDO56,OUT027,34.01297615666478
FDU45,OUT045,32.40387168536026
FDI16,OUT019,16.07058512493682
FDL32,OUT046,32.53876176929947
FDA07,OUT046,35.0551036811931
FDA14,OUT045,42.1459367193852
FDV46,OUT027,39.92442730835226
NCO07,OUT035,60.25957795258987
NCP41,OUT046,30.539425437556872
FDY60,OUT018,40.37873125589156
FDN38,OUT017,70.8946413524896
FDO15,OUT046,21.837776527665433
FDT60,OUT013,34.95688792409336
FDA55,OUT035,63.92427369251448
FDE02,OUT010,27.064526998522904
DRJ39,OUT049,63.12710684721088
FDV34,OUT035,21.45198879266591
FDS20,OUT027,52.42487714195168
FDF02,OUT027,29.528557504526436
FDW40,OUT017,40.98151124050524
NCB43,OUT046,53.528256465297815
FDR58,OUT017,25.826293737236746
DRJ59,OUT035,11.77192600757765
NCD30,OUT017,28.758814744246166
FDE14,OUT017,28.147848558282618
FDC28,OUT018,30.7225289610005
FDU16,OUT018,24.6125202205378
NCD19,OUT035,16.120323875407124
FDU21,OUT046,10.620049633383704
FDV59,OUT027,61.70290278067
FDU03,OUT045,52.095178808962885
FDC33,OUT010,56.23607223011267
NCR42,OUT035,10.2066528443872
DRH59,OUT035,21.64462983513107
NCM31,OUT035,40.323497372046475
FDS50,OUT035,63.32401719645028
FDP39,OUT046,15.323927588511856
FDQ55,OUT013,33.46449972631807
FDV36,OUT019,35.622558877684874
FDI05,OUT027,22.201500381583763
FDS45,OUT027,30.741786012529598
FDA39,OUT045,11.12956106309744
FDC37,OUT010,31.176735265867272
FDJ60,OUT027,47.38833857320873
DRQ35,OUT046,34.928400719370444
NCJ06,OUT046,34.68896604647466
NCY42,OUT018,40.94023286770557
DRM37,OUT049,55.9358795000524
FDR14,OUT045,15.15280377719256
FDE51,OUT049,12.652350862909506
FDT33,OUT017,47.194856784982534
FDR08,OUT013,32.56919825114071
FDE36,OUT010,46.0537305885295
FDL22,OUT019,25.96261430453261
FDR44,OUT013,37.27262587780539
FDI56,OUT019,25.775216358932244
FDE47,OUT010,36.233608514941054
FDV27,OUT010,25.503273045046765
FDV10,OUT049,12.05803649120666
FDC40,OUT045,22.794294853803773
NCX41,OUT013,60.18530442939546
NCQ38,OUT027,30.110243493668342
FDV12,OUT027,28.856410565853363
FDE52,OUT017,25.25145115732509
FDG20,OUT027,50.34957924041863
FDV16,OUT027,10.187627084036588
FDI32,OUT017,33.02247397217193
FDJ32,OUT049,17.835122102042057
FDN39,OUT018,48.666903543358615
FDY34,OUT017,47.5125814997975
FDC14,OUT035,12.263950321757182
FDA55,OUT017,64.03685492636554
FDZ50,OUT010,51.7789610950689
DRG13,OUT049,47.28273280123697
FDP01,OUT013,44.062995437608905
NCG54,OUT017,49.13204685557045
FDM13,OUT045,37.41178326466622
NCO18,OUT027,50.85514392353189
NCW41,OUT013,44.84276529276902
FDM52,OUT027,42.230661434757245
NCF55,OUT035,10.10965042986544
FDT09,OUT046,37.658697031681236
NCM19,OUT035,31.71564941454934
FDW12,OUT018,41.680051756102024
FDP15,OUT019,72.69697076981693
FDK36,OUT045,13.87328266585811
FDZ25,OUT035,49.039425605667006
NCW06,OUT049,55.15513353727286
FDW60,OUT046,50.39861542546651
DRC49,OUT013,41.22319921506862
NCT17,OUT035,53.81675613583125
NCN06,OUT018,46.72593274741137
FDC45,OUT013,48.85255143775593
DRJ47,OUT019,48.79480363416963
NCF06,OUT045,72.98712706266657
FDE21,OUT010,33.529873840888335
DRG27,OUT013,11.819003991231009
FDW40,OUT049,40.50322970867585
NCO53,OUT046,52.80059964588079
FDE23,OUT049,13.366158541664154
FDQ16,OUT046,31.49541807555485
FDS26,OUT045,74.05964026268458
FDZ13,OUT010,13.883043793964616
FDS14,OUT049,44.27805039401398
FDC10,OUT045,33.91028216463867
FDY16,OUT049,52.89274485444707
FDJ20,OUT035,36.35186106057722
FDV43,OUT035,12.729034369608858
FDZ32,OUT027,30.387372222223686
FDR23,OUT046,49.94561468316673
FDN24,OUT035,15.506800635391214
FDE34,OUT027,52.079121007126496
FDU31,OUT013,61.82369230894369
FDW33,OUT018,30.60915125281376
FDU26,OUT046,33.789580784950395
FDE20,OUT027,48.32278105156036
NCW05,OUT035,30.78446068004342
FDB22,OUT018,43.031133087305875
FDO56,OUT046,33.128825438361524
FDA19,OUT027,37.08624196917801
DRI39,OUT045,16.388183729998126
FDH52,OUT018,17.3203008771834
FDZ50,OUT035,52.02190953759308
NCN42,OUT035,42.41786050257542
FDB53,OUT013,42.406448652216184
DRG11,OUT017,30.971351616314358
DRK11,OUT027,42.461680152201325
FDQ60,OUT017,34.66586432942262
FDT36,OUT017,10.12615854711748
DRG25,OUT018,52.61673783067141
DRJ23,OUT046,54.43676284731322
FDG05,OUT035,45.01462896350698
NCK06,OUT018,34.26930666805926
FDU52,OUT017,43.797756694573216
FDW07,OUT018,25.624264188112846
NCM17,OUT045,12.944383912142618
FDA22,OUT045,47.74841173561576
NCA41,OUT018,55.404202841221675
FDF38,OUT035,12.230083036554454
FDH52,OUT046,17.882853499399054
FDY58,OUT019,64.25363178120429
FDZ16,OUT045,55.80819122935735
NCM18,OUT017,17.956415000923723
FDA22,OUT018,47.2139872911934
NCJ43,OUT035,49.87013933640864
FDI34,OUT027,65.46530509793453
FDG56,OUT046,17.78181716131617
FDS34,OUT046,33.4426483363275
DRC01,OUT035,14.398327477690444
FDQ04,OUT035,11.343524087264736
FDK04,OUT035,16.611386970586118
FDT51,OUT049,31.471540353883235
FDV26,OUT017,56.195642052869175
FDS04,OUT049,40.209668456966256
FDW43,OUT018,65.12973610581432
FDQ28,OUT010,43.98608171820816
NCK06,OUT017,34.26930929135325
FDS23,OUT018,36.78526667578448
FDZ36,OUT019,53.41974360588676
FDE56,OUT018,18.323668012687907
FDW10,OUT027,49.800767077049485
NCN14,OUT045,53.126196005477915
NCQ18,OUT045,28.413098351386285
FDW08,OUT017,30.499931333558237
FDU43,OUT035,67.44873104498674
FDR33,OUT010,30.756017381771187
FDM24,OUT010,42.663512254661924
NCZ05,OUT046,29.30998926683788
NCV41,OUT035,32.301696353409476
FDV11,OUT018,49.31886804161214
NCY05,OUT035,11.018968705681397
FDV44,OUT018,53.41294930413402
FDW32,OUT049,24.601924661104352
NCU18,OUT027,40.81357237384638
NCC43,OUT035,71.04658647543386
FDW19,OUT013,31.76562039654614
FDN31,OUT035,54.42908298582417
FDI48,OUT045,14.756590749113585
FDS24,OUT017,26.285376781104205
FDF46,OUT049,32.683805509202074
DRG23,OUT017,43.13811695792159
FDG14,OUT018,42.83728968964549
NCY30,OUT049,51.409074512460066
FDO28,OUT018,34.567079475713285
DRD24,OUT035,40.716120872166876
FDI33,OUT049,26.051563102687908
FDN32,OUT046,53.02211617922062
FDR16,OUT045,60.16418947244681
FDF26,OUT046,43.48680854273201
NCN29,OUT018,14.447429668707485
FDE20,OUT045,47.94626226414964
FDA46,OUT046,54.78446667498619
FDU28,OUT045,53.82371765406486
FDQ48,OUT045,28.631611085460015
FDV36,OUT013,36.89768126911679
FDR14,OUT018,15.37790678011398
FDP23,OUT017,61.23333723434781
FDP56,OUT013,14.713405644344787
FDK48,OUT010,21.730632599726604
FDR48,OUT046,43.43499498880402
NCY29,OUT049,16.742569816707682
FDM22,OUT018,15.619940175672456
DRJ01,OUT013,46.031957126554836
FDZ43,OUT045,69.22479973079156
FDV03,OUT035,44.28837690008339
FDX11,OUT027,51.713222197135096
NCA41,OUT027,55.1175782800681
FDE38,OUT017,47.264332107912956
FDI27,OUT018,13.137623998495675
FDN32,OUT013,52.37513875972332
NCN43,OUT017,34.679529003432535
FDB47,OUT027,58.935107276629864
FDV03,OUT017,44.54160609425573
NCN30,OUT045,28.38405288709674
NCV54,OUT010,34.39440632905739
FDV07,OUT013,31.331202266331573
FDP07,OUT049,56.61120902735952
FDK48,OUT018,20.938180076427425
FDM15,OUT019,43.1532705675976
FDY19,OUT027,33.69324306683782
FDK46,OUT046,73.46071922683691
FDY11,OUT045,18.868686180823353
FDH09,OUT046,15.25299690090145
FDO08,OUT027,47.17125441394626
FDU14,OUT013,71.27968644748641
FDD22,OUT027,32.41260503940091
FDM27,OUT017,44.82325707698151
FDL02,OUT027,30.50284938121543
NCA17,OUT035,42.45998644874695
FDE38,OUT019,46.95982118007084
NCG07,OUT049,53.62120857964507
DRC27,OUT013,70.16037634945548
FDA27,OUT035,72.7566274897134
FDW40,OUT045,40.64388597302793
DRI11,OUT013,32.80599546732381
FDN50,OUT046,27.418121442397272
FDR12,OUT046,48.71608108232764
FDT34,OUT027,30.075803435130982
FDW11,OUT035,17.845459924520405
NCO30,OUT027,52.25771439296165
FDZ34,OUT017,54.9296498419433
FDU45,OUT017,32.48828441445447
NCD42,OUT035,11.206361671112615
FDX25,OUT045,51.87439866440169
NCR29,OUT046,16.181608789315714
FDX43,OUT019,47.86349907950528
FDB04,OUT010,24.90127837857251
FDR49,OUT027,13.65315572294476
FDS39,OUT018,40.13305903440049
FDW58,OUT045,30.74545009422656
FDG22,OUT019,11.18800056169807
FDG31,OUT017,18.17630578623904
NCV53,OUT027,68.15544605305597
DRJ37,OUT035,42.788394594109036
FDV07,OUT035,31.38746481270797
FDW52,OUT018,47.34578111675834
FDT15,OUT045,52.526616905617146
FDD02,OUT018,34.16140558857204
FDM16,OUT035,21.085291296364733
NCE55,OUT046,49.83429569753634
FDB57,OUT018,63.41320329810184
FDQ04,OUT013,12.35617006395641
FDQ47,OUT019,10.23714069710806
FDY14,OUT019,74.82720988201018
DRK37,OUT017,53.227450324327556
FDO25,OUT017,59.292599708706575
FDL57,OUT046,73.84161055492265
NCK29,OUT018,34.93913450321599
FDK46,OUT027,73.9146481703378
NCB43,OUT010,53.25986680263526
DRE01,OUT027,68.54266062430769
FDC46,OUT018,52.910889905012375
FDQ23,OUT045,29.61049481958969
FDX38,OUT049,14.426501051923248
FDG60,OUT018,67.41623182304056
FDW55,OUT017,70.15805893435801
FDP39,OUT013,14.648812232168929
FDB20,OUT018,22.491417473657027
FDV21,OUT017,35.91575016663026
FDZ02,OUT013,27.504045821172305
